,회사명,거래소코드,회계년도,내수변화,수출변화,생산변화
143825,영풍정밀(주),36560,2018/12,-,+,+
143826,영풍정밀(주),36560,2019/12,+,+,+
143830,영풍정밀(주),36560,2020/12,+,-,+
143834,영풍정밀(주),36560,2021/12,-,+,-
143841,영화테크(주),265560,2017/12,0,0,0
143844,영화테크(주),265560,2018/12,-,-,-
143847,영화테크(주),265560,2019/12,+,-,-
143849,영화테크(주),265560,2020/12,-,+,-
143852,영화테크(주),265560,2021/12,-,+,+
143855,예스이십사(주),53280,2011/12,0,0,0
143860,예스이십사(주),53280,2012/12,-,0,-
143862,예스이십사(주),53280,2013/12,-,0,-
143867,예스이십사(주),53280,2014/12,+,0,+
143873,예스이십사(주),53280,2015/12,-,0,-
143878,예스이십사(주),53280,2016/12,+,0,+
143879,예스이십사(주),53280,2017/12,+,0,+
143886,예스이십사(주),53280,2018/12,+,0,+
143890,예스이십사(주),53280,2019/12,+,0,+
143897,예스이십사(주),53280,2020/12,+,0,+
143903,예스이십사(주),53280,2021/12,+,0,+
143917,오로라월드(주),39830,2011/12,0,0,0
143919,오로라월드(주),39830,2012/12,+,0,+
143929,오로라월드(주),39830,2013/12,-,0,-
143933,오로라월드(주),39830,2014/12,0,0,0
143938,오로라월드(주),39830,2015/12,0,0,0
143942,오로라월드(주),39830,2016/12,0,0,0
143945,오로라월드(주),39830,2017/12,0,0,0
143949,오로라월드(주),39830,2018/12,0,0,0
143952,오로라월드(주),39830,2019/12,0,0,0
143958,오로라월드(주),39830,2020/12,0,0,0
143962,오로라월드(주),39830,2021/12,0,0,0
143968,오상자이엘(주),53980,2011/12,0,0,0
143974,오상자이엘(주),53980,2012/12,+,0,+
143978,오상자이엘(주),53980,2013/12,-,0,-
143986,오상자이엘(주),53980,2014/12,0,0,0
143990,오상자이엘(주),53980,2015/12,0,0,0
143993,오상자이엘(주),53980,2016/12,0,0,0
143998,오상자이엘(주),53980,2017/12,0,0,0
144002,오상자이엘(주),53980,2018/12,0,0,0
144011,오상자이엘(주),53980,2019/12,0,0,0
144013,오상자이엘(주),53980,2020/12,0,0,0
144018,오상자이엘(주),53980,2021/12,0,0,0
144028,오성첨단소재(주),52420,2011/12,0,0,0
144032,오성첨단소재(주),52420,2012/12,-,-,-
144042,오성첨단소재(주),52420,2013/12,-,+,+
144054,오성첨단소재(주),52420,2014/12,-,-,-
144068,오성첨단소재(주),52420,2015/12,-,-,-
144075,오성첨단소재(주),52420,2016/12,-,-,-
144080,오성첨단소재(주),52420,2017/12,+,-,+
144090,오성첨단소재(주),52420,2018/12,-,+,-
144091,오성첨단소재(주),52420,2019/12,+,+,+
144095,오성첨단소재(주),52420,2020/12,+,+,+
144098,오성첨단소재(주),52420,2021/12,-,+,+
144102,오션브릿지(주),241790,2016/12,0,0,0
144107,오션브릿지(주),241790,2017/12,+,-,+
144110,오션브릿지(주),241790,2018/12,-,-,-
144115,오션브릿지(주),241790,2019/12,0,0,0
144117,오션브릿지(주),241790,2020/12,0,0,0
144122,오션브릿지(주),241790,2021/12,0,0,0
144125,오스템임플란트(주),48260,2011/12,0,0,0
144133,오스템임플란트(주),48260,2012/12,+,0,+
144141,오스템임플란트(주),48260,2013/12,-,0,-
144144,오스템임플란트(주),48260,2014/12,0,0,0
144151,오스템임플란트(주),48260,2015/12,0,0,0
144158,오스템임플란트(주),48260,2016/12,0,0,0
144161,오스템임플란트(주),48260,2017/12,0,0,0
144167,오스템임플란트(주),48260,2018/12,0,0,0
144174,오스템임플란트(주),48260,2019/12,0,0,0
144178,오스템임플란트(주),48260,2020/12,0,0,0
144186,오스템임플란트(주),48260,2021/12,0,0,0
144196,오토앤(주),353590,2021/12,0,0,0
144211,올리패스(주),244460,2019/12,0,0,0
144214,올리패스(주),244460,2020/12,+,-,+
144220,올리패스(주),244460,2021/12,-,-,-
144240,올릭스(주),226950,2018/12,0,0,0
144256,올릭스(주),226950,2019/12,-,+,+
144278,올릭스(주),226950,2020/12,-,+,+
144282,올릭스(주),226950,2021/12,0,+,+
144289,옴니시스템(주),57540,2011/12,0,0,0
144297,옴니시스템(주),57540,2012/12,-,-,-
144305,옴니시스템(주),57540,2013/12,+,-,+
144314,옴니시스템(주),57540,2014/12,+,+,+
144316,옴니시스템(주),57540,2015/12,+,-,+
144327,옴니시스템(주),57540,2016/12,-,+,-
144337,옴니시스템(주),57540,2017/12,+,+,+
144345,옴니시스템(주),57540,2018/12,-,+,-
144348,옴니시스템(주),57540,2019/12,-,-,-
144360,옴니시스템(주),57540,2020/12,+,+,+
144364,옴니시스템(주),57540,2021/12,-,-,-
144373,옵티시스(주),109080,2011/12,0,0,0
144381,옵티시스(주),109080,2012/12,-,-,-
144385,옵티시스(주),109080,2013/12,+,-,-
144392,옵티시스(주),109080,2014/12,-,+,+
144401,옵티시스(주),109080,2015/12,+,-,-
144406,옵티시스(주),109080,2016/12,+,+,+
144416,옵티시스(주),109080,2017/12,+,+,+
144422,옵티시스(주),109080,2018/12,+,+,+
144424,옵티시스(주),109080,2019/12,+,-,-
144433,옵티시스(주),109080,2020/12,+,-,+
144439,옵티시스(주),109080,2021/12,-,+,+
144451,와이더블유(주),51390,2011/12,0,0,0
144461,와이더블유(주),51390,2012/12,+,-,+
144471,와이더블유(주),51390,2013/12,-,+,-
144474,와이더블유(주),51390,2014/12,+,-,-
144485,와이더블유(주),51390,2015/12,-,-,-
144490,와이더블유(주),51390,2016/12,+,-,+
144495,와이더블유(주),51390,2017/12,-,-,-
144512,와이더블유(주),51390,2018/12,+,0,+
144525,와이더블유(주),51390,2019/12,-,0,-
144541,와이더블유(주),51390,2020/12,-,0,-
144558,와이더블유(주),51390,2021/12,-,0,-
144566,와이아이케이(주),232140,2017/12,0,0,0
144571,와이아이케이(주),232140,2018/12,+,+,+
144578,와이아이케이(주),232140,2019/12,-,+,-
144581,와이아이케이(주),232140,2020/12,+,+,+
144589,와이아이케이(주),232140,2021/12,+,-,+
144596,와이엠씨(주),155650,2012/12,0,0,0
144601,와이엠씨(주),155650,2013/12,+,-,+
144604,와이엠씨(주),155650,2014/12,+,-,-
144650,와이엠씨(주),155650,2015/12,+,-,+
144676,와이엠씨(주),155650,2016/12,+,+,+
144711,와이엠씨(주),155650,2017/12,+,+,+
144741,와이엠씨(주),155650,2018/12,-,+,+
144766,와이엠씨(주),155650,2019/12,+,-,-
144798,와이엠씨(주),155650,2020/12,+,-,-
144806,와이엠씨(주),155650,2021/12,+,-,+
144814,와이엠티(주),251370,2017/12,0,0,0
144830,와이엠티(주),251370,2018/12,-,+,+
144837,와이엠티(주),251370,2019/12,+,+,+
144848,와이엠티(주),251370,2020/12,-,+,+
144855,와이엠티(주),251370,2021/12,+,+,+
144868,와토스코리아(주),79000,2011/12,0,0,0
144885,와토스코리아(주),79000,2012/12,+,-,+
144898,와토스코리아(주),79000,2013/12,+,+,+
144907,와토스코리아(주),79000,2014/12,+,+,+
144921,와토스코리아(주),79000,2015/12,-,-,-
144927,와토스코리아(주),79000,2016/12,-,-,-
144941,와토스코리아(주),79000,2017/12,+,-,+
144954,와토스코리아(주),79000,2018/12,-,-,-
144966,와토스코리아(주),79000,2019/12,-,-,-
144983,와토스코리아(주),79000,2020/12,+,-,-
144996,와토스코리아(주),79000,2021/12,+,+,+
145013,우경(주),25920,2011/12,0,0,0
145024,우경(주),25920,2012/12,+,0,+
145027,우리바이오(주),82850,2011/12,0,0,0
145029,우리바이오(주),82850,2012/12,+,+,+
145036,우리바이오(주),82850,2013/12,+,+,+
145041,우리바이오(주),82850,2014/12,+,+,+
145046,우리바이오(주),82850,2015/12,+,+,+
145054,우리바이오(주),82850,2016/12,-,-,-
145056,우리바이오(주),82850,2017/12,-,+,-
145061,우리바이오(주),82850,2018/12,-,-,-
145065,우리바이오(주),82850,2019/12,-,+,+
145074,우리바이오(주),82850,2020/12,-,-,-
145077,우리바이오(주),82850,2021/12,+,-,-
145110,우리산업(주),215360,2015/12,0,0,0
145146,우리산업(주),215360,2016/12,+,+,+
145157,우리산업(주),215360,2017/12,+,+,+
145162,우리산업(주),215360,2018/12,+,+,+
145169,우리산업(주),215360,2019/12,-,-,-
145180,우리산업(주),215360,2020/12,+,-,-
145190,우리산업(주),215360,2021/12,+,-,-
145193,우리산업홀딩스(주),72470,2011/12,0,0,0
145197,우리산업홀딩스(주),72470,2012/12,+,+,+
145207,우리산업홀딩스(주),72470,2013/12,+,+,+
145212,우리산업홀딩스(주),72470,2014/12,+,+,+
145216,우리산업홀딩스(주),72470,2015/12,-,-,-
145223,우리산업홀딩스(주),72470,2016/12,-,+,+
145233,우리산업홀딩스(주),72470,2017/12,+,-,+
145234,우리산업홀딩스(주),72470,2018/12,+,+,+
145247,우리산업홀딩스(주),72470,2019/12,+,-,-
145253,우리산업홀딩스(주),72470,2020/12,+,-,-
145264,우리산업홀딩스(주),72470,2021/12,-,+,+
145274,우리손에프앤지농업회사법인(주),73560,2016/12,0,0,0
145282,우리손에프앤지농업회사법인(주),73560,2017/12,+,-,-
145287,우리손에프앤지농업회사법인(주),73560,2018/12,+,0,+
145298,우리손에프앤지농업회사법인(주),73560,2019/12,+,0,+
145308,우리손에프앤지농업회사법인(주),73560,2020/12,+,0,+
145316,우리손에프앤지농업회사법인(주),73560,2021/12,+,0,+
145320,우리엔터프라이즈(주),37400,2011/12,0,0,0
145332,우리엔터프라이즈(주),37400,2012/12,-,-,-
145335,우리엔터프라이즈(주),37400,2013/12,+,+,+
145343,우리엔터프라이즈(주),37400,2014/12,+,+,+
145350,우리엔터프라이즈(주),37400,2015/12,+,+,+
145357,우리엔터프라이즈(주),37400,2016/12,-,-,-
145369,우리엔터프라이즈(주),37400,2017/12,-,+,-
145377,우리엔터프라이즈(주),37400,2018/12,-,-,-
145378,우리엔터프라이즈(주),37400,2019/12,-,+,+
145386,우리엔터프라이즈(주),37400,2020/12,-,-,-
145394,우리엔터프라이즈(주),37400,2021/12,+,-,-
145401,우리이앤엘(주),153490,2012/12,0,0,0
145404,우리이앤엘(주),153490,2013/12,-,-,-
145409,우리이앤엘(주),153490,2014/12,+,-,-
145413,우리이앤엘(주),153490,2015/12,-,+,-
145420,우리이앤엘(주),153490,2016/12,-,-,-
145425,우리이앤엘(주),153490,2017/12,+,+,+
145427,우리이앤엘(주),153490,2018/12,+,-,-
145430,우리이앤엘(주),153490,2019/12,-,+,-
145437,우리이앤엘(주),153490,2020/12,-,+,-
145438,우리이앤엘(주),153490,2021/12,+,+,+
145446,우림피티에스(주),101170,2011/12,0,0,0
145452,우림피티에스(주),101170,2012/12,-,-,-
145462,우림피티에스(주),101170,2013/12,+,-,+
145467,우림피티에스(주),101170,2014/12,-,+,+
145470,우림피티에스(주),101170,2015/12,-,-,-
145473,우림피티에스(주),101170,2016/12,+,-,-
145476,우림피티에스(주),101170,2017/12,+,+,+
145479,우림피티에스(주),101170,2018/12,+,+,+
145482,우림피티에스(주),101170,2019/12,-,+,-
145491,우림피티에스(주),101170,2020/12,+,+,+
145498,우림피티에스(주),101170,2021/12,-,+,+
145506,우수AMS(주),66590,2011/12,0,0,0
145511,우수AMS(주),66590,2012/12,-,+,-
145518,우수AMS(주),66590,2013/12,+,+,+
145520,우수AMS(주),66590,2014/12,+,+,+
145528,우수AMS(주),66590,2015/12,+,+,+
145537,우수AMS(주),66590,2016/12,-,+,+
145543,우수AMS(주),66590,2017/12,-,-,-
145545,우수AMS(주),66590,2018/12,+,+,+
145551,우수AMS(주),66590,2019/12,+,+,+
145558,우수AMS(주),66590,2020/12,-,-,-
145580,우수AMS(주),66590,2021/12,0,0,0
145585,우양에이치씨(주),101970,2012/12,0,0,0
145589,우양에이치씨(주),101970,2013/12,-,+,+
145595,우원개발(주),46940,2011/12,0,0,0
145630,우원개발(주),46940,2012/12,+,0,+
145636,우원개발(주),46940,2013/12,+,0,+
145647,우원개발(주),46940,2014/12,+,0,+
145652,우원개발(주),46940,2015/12,+,0,+
145659,우원개발(주),46940,2016/12,-,0,-
145661,우원개발(주),46940,2017/12,-,0,-
145666,우원개발(주),46940,2018/12,+,0,+
145670,우원개발(주),46940,2019/12,+,0,+
145673,우원개발(주),46940,2020/12,+,0,+
145678,우원개발(주),46940,2021/12,-,0,-
145685,우진비앤지(주),18620,2011/12,0,0,0
145708,우진비앤지(주),18620,2012/12,+,+,+
145721,우진비앤지(주),18620,2013/12,-,+,-
145730,우진비앤지(주),18620,2014/12,+,-,+
145749,우진비앤지(주),18620,2015/12,+,+,+
145759,우진비앤지(주),18620,2016/12,+,-,+
145773,우진비앤지(주),18620,2017/12,-,-,-
145943,우진비앤지(주),18620,2018/12,+,+,+
145947,우진비앤지(주),18620,2019/12,-,+,-
145961,우진비앤지(주),18620,2020/12,-,-,-
145984,우진비앤지(주),18620,2021/12,-,+,-
145989,울트라건설(주),4320,2011/12,0,0,0
145997,울트라건설(주),4320,2012/12,-,-,-
146001,울트라건설(주),4320,2013/12,-,+,-
146013,울트라건설(주),4320,2014/12,+,-,+
146017,원풍물산(주),8290,2011/12,0,0,0
146024,원풍물산(주),8290,2012/12,+,-,+
146029,원풍물산(주),8290,2013/12,+,-,+
146033,원풍물산(주),8290,2014/12,+,+,+
146039,원풍물산(주),8290,2015/12,+,-,+
146043,원풍물산(주),8290,2016/12,-,-,-
146051,원풍물산(주),8290,2017/12,-,-,-
146055,원풍물산(주),8290,2018/12,-,-,-
146057,원풍물산(주),8290,2019/12,-,+,-
146062,원풍물산(주),8290,2020/12,-,-,-
146069,원풍물산(주),8290,2021/12,+,+,+
146087,웹케시(주),53580,2018/12,0,0,0
146097,웹케시(주),53580,2019/12,-,0,-
146105,웹케시(주),53580,2020/12,+,0,+
146109,웹케시(주),53580,2021/12,+,0,+
146124,위더스제약(주),330350,2020/06,0,0,0
146132,위더스제약(주),330350,2021/12,0,0,0
146144,위즈코프(주),38620,2011/12,0,0,0
146167,위즈코프(주),38620,2012/12,-,0,-
146193,위즈코프(주),38620,2013/12,+,0,+
146219,위즈코프(주),38620,2014/12,+,0,+
146244,위즈코프(주),38620,2015/12,+,0,+
146267,위즈코프(주),38620,2016/12,+,0,+
146296,위즈코프(주),38620,2017/12,+,0,+
146329,위즈코프(주),38620,2018/12,+,0,+
146358,위즈코프(주),38620,2019/12,-,0,-
146385,위즈코프(주),38620,2020/12,-,0,-
146419,위즈코프(주),38620,2021/12,+,0,+
146425,윈텍(주),320000,2020/12,0,0,0
146429,윈텍(주),320000,2021/12,+,+,+
146439,윙입푸드홀딩스,900340,2020/12,0,0,0
146445,유니셈(주),36200,2011/12,0,0,0
146447,유니셈(주),36200,2012/12,+,-,-
146457,유니셈(주),36200,2013/12,-,+,+
146463,유니셈(주),36200,2014/12,+,+,+
146469,유니셈(주),36200,2015/12,-,+,+
146476,유니셈(주),36200,2016/12,+,-,+
146486,유니셈(주),36200,2017/12,+,+,+
146491,유니셈(주),36200,2018/12,-,+,+
146498,유니셈(주),36200,2019/12,-,-,-
146501,유니셈(주),36200,2020/12,+,+,+
146511,유니셈(주),36200,2021/12,+,+,+
146520,유니슨(주),18000,2011/12,0,0,0
146531,유니슨(주),18000,2012/12,-,+,+
146536,유니슨(주),18000,2013/12,+,-,-
146542,유니슨(주),18000,2014/12,+,+,+
146545,유니슨(주),18000,2015/12,+,-,+
146547,유니슨(주),18000,2016/12,-,+,-
146551,유니슨(주),18000,2017/12,+,+,+
146553,유니슨(주),18000,2018/12,-,+,-
146555,유니슨(주),18000,2019/12,-,+,-
146558,유니슨(주),18000,2020/12,+,-,+
146563,유니슨(주),18000,2021/12,+,-,+
146566,유비벨록스(주),89850,2011/12,0,0,0
146567,유비벨록스(주),89850,2012/12,-,+,-
146571,유비벨록스(주),89850,2013/12,-,+,-
146575,유비벨록스(주),89850,2014/12,-,-,-
146578,유비벨록스(주),89850,2015/12,+,+,+
146580,유비벨록스(주),89850,2016/12,+,+,+
146582,유비벨록스(주),89850,2017/12,-,+,+
146587,유비벨록스(주),89850,2018/12,+,+,+
146594,유비벨록스(주),89850,2019/12,+,+,+
146596,유비벨록스(주),89850,2020/12,+,-,+
146607,유비벨록스(주),89850,2021/12,+,+,+
146611,유아이엘(주),49520,2011/12,0,0,0
146614,유아이엘(주),49520,2012/12,+,0,+
146623,유아이엘(주),49520,2013/12,-,0,-
146628,유아이엘(주),49520,2014/12,0,0,0
146630,유아이엘(주),49520,2015/12,0,0,0
146635,유아이엘(주),49520,2016/12,0,0,0
146642,유아이엘(주),49520,2017/12,0,0,0
146647,유아이엘(주),49520,2018/12,0,0,0
146652,유아이엘(주),49520,2019/12,0,0,0
146657,유아이엘(주),49520,2020/12,0,0,0
146661,유아이엘(주),49520,2021/12,0,0,0
146666,유일에너테크(주),340930,2020/12,0,0,0
146670,유일에너테크(주),340930,2021/12,-,-,-
146672,유진기업(주),23410,2011/12,0,0,0
146718,유진기업(주),23410,2012/12,-,-,-
146775,유진기업(주),23410,2013/12,-,+,-
146862,유진기업(주),23410,2014/12,+,+,+
146939,유진기업(주),23410,2015/12,+,+,+
147015,유진기업(주),23410,2016/12,+,-,+
147028,유진기업(주),23410,2017/12,+,-,+
147030,유진기업(주),23410,2018/12,-,-,-
147038,유진기업(주),23410,2019/12,+,+,+
147043,유진기업(주),23410,2020/12,-,-,-
147046,유진기업(주),23410,2021/12,+,+,+
147058,이노뎁(주),303530,2021/12,0,0,0
147065,이노시스(주),56090,2015/12,0,0,0
147072,이노시스(주),56090,2016/12,0,0,0
147078,이노시스(주),56090,2017/12,0,0,0
147080,이노시스(주),56090,2018/12,+,0,+
147088,이노시스(주),56090,2019/12,+,0,+
147093,이노시스(주),56090,2020/12,-,0,-
147097,이노시스(주),56090,2021/12,+,+,+
147099,이니텍(주),53350,2011/12,0,0,0
147109,이니텍(주),53350,2012/12,+,0,+
147232,이니텍(주),53350,2013/12,+,0,+
147239,이니텍(주),53350,2014/12,-,0,-
147360,이니텍(주),53350,2015/12,+,0,+
147478,이니텍(주),53350,2016/12,+,0,+
147493,이니텍(주),53350,2017/12,-,0,-
147506,이니텍(주),53350,2018/12,-,0,-
147516,이니텍(주),53350,2019/12,-,0,-
147521,이니텍(주),53350,2020/12,-,0,-
147530,이니텍(주),53350,2021/12,+,0,+
147544,이삭엔지니어링(주),351330,2021/12,0,0,0
147559,이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,0,0,0
147574,이에스산업(주),241510,2016/12,0,0,0
147576,이에스산업(주),241510,2017/12,-,-,-
147591,이에스산업(주),241510,2018/12,+,+,+
147596,이에스산업(주),241510,2019/12,-,+,-
147606,이엘케이(주),94190,2011/12,0,0,0
147608,이엘케이(주),94190,2012/12,+,-,-
147610,이엘케이(주),94190,2013/12,+,+,+
147613,이엘케이(주),94190,2014/12,-,+,+
147617,이엘케이(주),94190,2015/12,+,-,-
147627,이엘케이(주),94190,2016/12,-,-,-
147642,이엘케이(주),94190,2017/12,+,+,+
147646,이엘케이(주),94190,2018/12,-,-,-
147654,이엘케이(주),94190,2019/12,-,-,-
147655,이엠코리아(주),95190,2011/12,0,0,0
147659,이엠코리아(주),95190,2012/12,+,+,+
147665,이엠코리아(주),95190,2013/12,+,-,+
147673,이엠코리아(주),95190,2014/12,-,-,-
147678,이엠코리아(주),95190,2015/12,0,0,0
147684,이엠코리아(주),95190,2016/12,+,+,+
147692,이엠코리아(주),95190,2017/12,+,+,+
147702,이엠코리아(주),95190,2018/12,-,-,-
147706,이엠코리아(주),95190,2019/12,0,0,0
147715,이엠코리아(주),95190,2020/12,0,0,0
147726,이엠코리아(주),95190,2021/12,0,0,0
147736,이오플로우(주),294090,2020/12,0,0,0
147745,이오플로우(주),294090,2021/12,+,+,+
147759,이원다이애그노믹스(주),245620,2018/12,0,0,0
